temp,humidity,rainfall,yield
44.9610,238.6144,73.9749,98.1986
17.1513,46.6667,64.9554,46.9564
16.3068,117.1435,66.5316,61.5865
21.5177,96.2565,22.2018,36.8075
44.1322,297.6330,51.3013,98.4169
44.3771,220.5386,47.8279,81.3348
34.6478,127.6522,50.9809,61.4152
41.4032,64.4928,65.7035,58.1713
21.4189,52.1721,92.1130,62.9166
44.1613,298.4517,58.6711,102.2743
19.2835,174.9930,39.7032,60.6353
18.0338,217.3154,32.3644,65.0554
18.3663,47.1790,42.4394,36.1654
32.1938,224.5996,75.1393,92.1477
38.4292,71.8081,26.9259,39.3533
26.0000,228.5527,49.2358,78.1284
44.3369,274.2645,68.4694,102.3886
28.0326,116.3338,54.5566,58.9549
19.5135,271.0154,41.3704,80.7423
28.9790,139.2699,21.0020,47.0487
35.3711,242.6487,63.9580,91.1201
39.9668,136.3193,53.9457,66.2267
28.7630,43.1372,43.9581,39.2354
32.8082,200.5936,46.6916,73.3070
23.0203,97.7332,31.6888,42.2971
34.3775,22.7105,50.7376,40.2241
44.5792,195.4918,78.2404,91.5923
16.4716,173.6996,77.4888,78.4258
41.5959,279.0334,41.1922,88.8816
31.8685,26.2326,41.5467,35.5804
22.5630,129.0960,46.2522,55.7142
43.6467,69.5237,89.7533,71.8754
29.5006,145.3272,42.4820,59.1566
24.9507,252.8102,28.2558,72.1752
20.4449,282.5145,85.5379,105.4054
22.3336,114.1172,74.4877,66.7674
39.9855,185.7173,25.8596,62.0689
33.4323,70.7311,86.3286,67.3402
42.3974,228.5950,85.4189,101.1476
21.9591,271.9734,39.5230,80.7439
18.6342,142.8768,24.3892,46.3602
15.1826,261.6671,66.3556,90.0660
30.2359,295.1438,52.6458,94.4224
44.9492,182.4260,92.9476,96.4437
35.8490,168.2001,60.3572,74.5733
24.2518,114.4317,56.5634,58.4436
41.3058,235.9279,68.8120,93.9833
38.4517,244.4501,80.2165,100.5338
15.4625,3.0291,92.1201,51.3046
39.5058,75.7024,88.2903,71.1374
24.0158,9.6130,53.9222,36.0884
19.4902,232.9461,73.7914,89.3320
21.7899,53.1984,93.5171,63.9352
29.0574,32.5023,20.6542,25.5448
27.7460,239.1038,24.4745,68.3818
23.6666,172.3294,49.2113,66.1715
20.1665,46.0361,62.1591,46.3367
37.8669,253.3793,84.8978,104.4849
44.7033,122.0812,25.9846,50.8195
38.3337,111.8768,59.2604,63.5057
23.8781,195.5403,23.0355,57.7892
22.3443,11.0811,94.9512,56.3951
21.5300,100.7923,88.6039,70.9194
19.1009,23.5569,80.9177,50.9005
31.5399,220.6476,24.0956,65.6393
33.1620,82.3261,78.4732,65.6504
36.1651,250.9430,41.5565,81.8164
35.4064,125.6057,32.2120,51.8491
23.7700,265.5751,79.5448,100.0184
24.9093,66.3190,23.3417,32.4074
35.4454,195.7626,78.8306,89.2015
25.4834,283.4601,85.6294,107.1517
21.3787,118.2366,41.3667,50.7443
26.2301,47.3952,22.2807,28.4884
23.1625,166.1244,61.0664,70.7069
17.6494,129.6133,90.7839,76.6094
39.9042,151.8144,66.8763,75.7723
40.5933,142.7587,31.8108,56.6351
21.5925,79.7671,82.7999,63.8311
16.9432,154.3883,83.8039,77.8625
37.1648,44.3069,70.5032,55.2624
21.3459,174.8849,34.0776,58.4195
26.8031,131.1435,33.0315,50.7854
16.9241,291.7821,29.9856,78.4264
21.7881,28.4919,78.4159,51.4428
38.7871,225.5540,60.3750,86.9344
39.1319,104.7884,21.4764,43.4355
21.2125,209.1883,43.4695,69.9362
25.0774,287.2982,49.5054,89.7356
19.0272,269.3200,60.6196,89.8819
17.2252,33.9985,75.5763,49.7554
44.7652,262.9192,66.1072,99.0670
34.6678,117.2906,58.4275,63.0722
31.2629,21.1887,71.1859,49.2096
37.9650,62.3183,70.9892,59.3478
40.2023,8.5670,31.0530,29.3006
39.2014,41.8226,94.8828,67.5663
15.4962,140.2225,71.2356,68.3112
20.6042,283.5709,62.1537,93.9723
34.6472,242.9071,26.8034,72.3773
26.2728,159.4228,49.3165,64.4247
44.4745,97.1185,61.9701,63.7511
34.9621,8.5252,36.6028,30.4951
43.6965,17.1690,23.1086,28.0970
21.0434,219.4590,78.2191,89.3144
40.9187,163.3607,33.0793,61.4874
24.6406,36.5038,93.5761,61.4810
44.6869,258.6556,85.5115,107.8929
19.7307,155.3459,21.1556,47.5662
30.4902,251.1266,80.7290,99.7369
38.7853,233.5394,53.1606,84.9238
27.9793,100.0094,47.8033,52.2973
29.0425,210.8283,58.1923,79.9745
44.5907,297.7010,61.6276,103.7312
27.7592,224.4090,76.6495,91.5343
33.1222,79.2848,91.4708,71.5290
16.6362,177.5590,88.0854,84.5454
40.2663,129.8859,73.0043,74.5592
34.4450,90.0023,64.9482,60.8081
27.1206,85.2618,57.6948,54.0359
15.4851,138.1427,49.9090,57.2286
32.7501,93.1053,81.7771,69.3346
15.3797,44.3076,73.8237,50.3873
15.0361,227.0833,31.2132,65.5341
33.4830,87.9095,69.8283,62.5409
20.6705,111.9223,34.5159,45.8436
20.7566,270.9190,21.9494,71.3855
34.5981,198.6628,69.5630,84.8935
16.6109,278.6343,63.7249,92.5726
24.4022,180.3958,74.0510,80.4253
19.4830,106.6648,83.8526,69.1042
32.4053,66.7950,55.2291,50.6951
34.8530,247.5556,43.2376,81.5858
36.6341,134.6993,68.2406,72.0504
22.6569,195.2716,22.3647,57.0338
17.6775,222.5791,64.6547,82.1464
17.3605,73.8978,28.7646,34.3700
27.7845,292.8506,76.1295,104.9703
43.3753,70.6671,45.6882,49.9901
21.5319,227.2803,79.2024,91.5168
22.7022,45.4648,55.9351,43.8712
18.0267,292.3496,28.7034,78.2296
33.1671,75.4457,55.4591,52.7688
35.3962,154.6208,48.7911,65.9385
34.2879,110.6656,28.0571,46.4481
40.8339,271.1856,80.8794,106.9270
29.5928,156.5973,61.2119,70.8033
19.0337,201.5903,57.0905,74.5734
23.6822,65.8746,69.3077,54.9334
34.8729,283.7765,56.7487,95.5915
33.3937,106.5219,73.0847,67.8648
30.9301,29.9794,90.5641,60.5570
35.4889,65.4460,44.9432,46.2075
34.1217,58.2404,77.2099,60.4895
41.4397,32.4547,38.4556,38.1507
32.5805,147.3408,89.9563,84.2205
38.3580,93.4527,92.2032,76.2995
22.4612,148.3309,40.0376,56.4233
35.3455,23.7704,51.6584,41.1869
42.0658,176.6930,25.5793,60.7480
26.5720,189.5067,42.1248,66.9353
38.3731,76.4269,29.7441,41.6693
36.7437,170.7233,20.7979,55.5667
16.7858,91.3300,55.2186,50.9110
32.4452,46.9984,36.2226,37.2446
18.9057,204.1542,89.0522,91.0287
44.0196,250.5783,67.1313,96.8872
39.3422,46.0742,43.0949,42.5650
18.2917,266.4187,82.4666,100.0045
18.6526,179.5518,47.4100,65.2111
32.8342,231.9479,73.7513,93.1155
25.3467,207.9566,88.5124,93.4515
16.0472,265.0307,29.2385,72.4395
31.2492,17.9190,63.0222,44.4697
26.6354,296.0645,66.3107,100.3589
18.0323,264.0207,86.0302,101.2289
39.0576,12.9961,85.4977,57.0654
42.4523,75.7390,45.9144,50.8407
37.6978,160.5899,24.1967,55.5257
39.6727,256.8863,69.7730,98.1655
21.4947,93.6960,29.7555,40.0654
22.9072,14.9405,44.1951,31.9578
21.2558,233.9616,33.0529,69.6955
37.9519,130.1945,62.3813,68.6151
43.4375,228.3055,82.7172,100.0509
36.5051,97.6619,31.6690,46.3184
41.4440,245.6265,82.8274,102.9722
34.1610,108.3032,32.2208,48.0193
26.6298,142.9259,42.5188,57.8335
27.7728,281.1923,63.2688,96.2047
17.2596,44.4194,38.8938,33.5087
15.9437,174.6577,55.8151,67.6222
35.8643,244.1525,65.9022,92.5409
28.1529,207.3971,77.0481,88.4493
31.5665,127.9629,33.3305,51.7278
31.7298,240.7532,88.9565,102.1478
23.3213,143.7686,36.5927,54.0465
29.2768,193.1617,34.1198,64.4753
29.1228,100.7348,21.2662,39.5169
26.6528,17.2398,21.0068,21.9472
39.6203,61.3699,41.3046,44.8124
28.5349,140.2474,85.9306,79.5753
33.1093,268.1691,45.2822,86.2077
41.8656,39.5341,84.2536,62.5933
40.9870,94.9712,24.1444,43.3626
41.7127,99.0430,65.3007,64.9728
23.1001,233.4969,84.2150,95.7369
16.0495,163.1182,39.2044,57.0407
22.8320,124.7853,55.0382,59.3258
23.3612,18.8017,67.9326,44.7350
42.2808,291.1415,46.5811,94.2031
34.4773,242.1480,49.3904,83.4680
17.4511,16.8903,93.5470,55.3869
19.0614,13.9251,90.1493,53.5780
19.6703,75.7942,68.5081,55.3140
33.9127,15.2546,77.1162,51.7828
37.0624,222.3146,35.6970,73.4302
40.7893,61.5256,54.5183,51.8011
43.2191,264.3862,71.5870,101.6365
21.0511,183.1211,70.8688,78.3740
24.2932,145.6850,93.4368,83.1433
22.2097,33.6357,89.4512,58.1156
25.7628,39.1582,59.5413,45.3311
42.4400,36.3564,22.8590,31.4328
32.2534,63.5335,42.0363,43.4009
37.1458,31.2497,66.6999,50.7436
29.7036,96.2855,24.9483,40.6423
15.8657,243.6420,93.2691,100.1227
16.9259,43.9531,64.1312,45.9340
31.1377,89.8022,34.4904,44.5469
36.5637,134.9180,79.1815,77.5435
21.4599,184.1518,38.5144,62.5255
36.6573,71.2004,69.3700,59.9223
39.3200,184.1895,94.7834,96.0256
27.3569,55.1524,40.1974,39.3363
37.3926,188.2211,23.4083,60.5661
27.1209,236.5651,87.1538,99.0262
35.3505,6.9423,29.2126,26.5999
37.9199,280.8285,86.2399,110.6616
44.7578,213.8246,39.3211,75.8528
25.3619,284.9690,72.1179,100.6613
27.3312,79.4010,20.4529,34.3060
19.9686,281.4993,61.2817,92.9313
21.1222,136.0700,24.8417,45.9715
35.8019,45.4767,89.7968,64.7343
42.5114,221.1845,79.1558,96.5682
26.8381,208.4078,34.6224,67.0442
20.3953,276.5497,29.0963,75.9767
23.5530,91.1943,83.2056,66.9076
28.6516,188.7704,29.7621,61.2306
23.7195,288.0218,23.7054,76.5729
22.0074,261.7099,42.5042,80.1963
37.0795,246.7042,32.5056,76.7175
15.2353,263.6001,60.4547,87.5180
31.1769,253.2844,25.7923,72.9061
38.8130,113.7437,29.5245,49.1549
22.9868,4.6643,76.0025,45.8301
33.0987,296.2859,89.4152,113.8944
35.0670,232.4586,54.5486,84.2861
34.6507,67.7519,75.8771,61.8841
28.3755,224.3973,63.0537,84.9190
25.3973,109.3723,48.1617,53.5745
40.0777,74.0232,80.2487,66.9523
37.7534,169.7859,20.2431,55.4048
24.6377,3.1989,64.0846,40.0734
18.0906,292.9422,70.4653,99.2482
17.1542,282.8960,46.2098,84.8304
17.8283,237.0344,61.3262,83.4184
32.4861,16.0308,70.2242,48.0641
16.5499,22.4631,27.8967,23.4059
25.1078,194.4819,61.7713,77.3144
37.5960,239.9399,72.8915,95.7125
23.8304,16.2289,52.1544,36.4721
37.8992,169.0967,33.6629,62.0206
37.3640,209.7274,70.2929,88.3011
22.3748,49.0815,54.9394,43.9984
36.8647,52.6769,38.8422,41.0159
37.4333,279.4090,69.8997,102.0616
26.9236,120.3076,71.8784,68.0778
21.3126,82.3624,42.4625,44.0975
30.6381,13.6720,62.3562,43.1039
42.6419,11.0686,84.8468,57.4297
34.1885,77.4522,90.7794,71.1367
20.1877,185.9907,63.1599,74.8344
35.4827,181.5400,38.0840,65.9948
27.8161,67.6454,81.4493,62.5986
32.7459,222.7759,23.7971,66.2775
37.0219,138.3557,43.4730,60.5142
30.4484,239.8101,46.6589,80.4260
39.4195,277.3119,24.4173,79.4969
36.6647,71.1992,78.5579,64.5182
33.4522,134.4954,62.8932,68.3814
19.5238,15.9570,53.0426,35.5698
40.0785,228.8067,26.3869,70.9784
43.0772,96.7741,84.5911,74.5735
19.1090,195.3641,94.6186,92.1148
29.6472,114.3449,49.2815,56.4039
22.7667,42.7640,78.3219,54.5438
37.6357,2.1179,60.5158,41.9722
36.6489,192.1073,49.3661,74.0992
19.2266,280.3012,53.6214,88.6389
41.3108,271.0639,74.7749,103.9935
20.4292,282.1624,67.7390,96.4307
38.9178,206.4246,85.4207,95.6706
28.7094,128.7465,71.6185,70.1714
24.8482,157.9275,40.9736,59.5267
19.7472,217.8682,52.6101,75.8028
20.0284,89.6271,84.0780,65.9729
34.8567,57.4722,38.3639,41.1334
31.5129,20.3586,78.8682,52.9597
18.6626,143.0106,83.8848,76.1433
18.3809,27.4757,78.6221,50.3205
17.1693,138.0778,30.5761,48.0544
37.3130,243.8442,57.5397,88.7326
36.3565,45.9069,90.5883,65.3825
16.7529,36.1666,30.7150,27.6167
31.8081,73.6296,91.3733,69.9550
17.5403,24.9756,68.3841,44.4492
42.1124,109.3620,74.0055,71.5088
42.2135,182.6543,41.2749,69.8324
35.9470,141.6311,44.1421,61.1814
42.7857,216.0971,25.9526,69.0314
39.3436,36.0747,67.3369,52.6865
39.8562,102.0935,35.1707,49.9609
32.0912,125.0843,56.6499,62.9692
24.1818,137.9080,63.6980,66.6851
21.5340,20.6077,43.7750,32.4692
24.8160,19.2663,28.8508,25.7235
33.8549,25.3382,91.7788,61.1135
20.1797,42.1114,65.6545,47.3034
22.7592,0.1308,23.7843,18.7461
29.0418,90.5715,22.1222,37.8880
21.9915,123.4100,72.1604,67.3596
32.6593,164.6116,76.2782,80.8592
42.6953,8.2063,81.6490,55.2743
37.4427,133.5027,33.9678,54.9172
34.9928,281.4109,51.4168,92.4884
32.4816,225.3788,42.8872,76.2638
29.6384,96.3375,52.4942,54.4061
20.5969,157.8716,25.2414,50.3741
41.8413,209.5827,62.8107,85.8743
22.4561,46.3479,45.0477,38.5303
17.7393,21.6387,71.0083,45.1537
37.5005,185.6736,35.3222,66.0460
20.2685,221.1059,62.5992,81.6013
26.1569,154.2617,60.3414,68.8701
15.8485,208.6307,64.6052,78.7833
19.1120,215.7008,43.7772,70.7624
20.1961,193.2261,85.8508,87.6294
16.6323,280.9973,37.9323,80.1553
34.6997,160.8131,29.8776,57.5113
40.1102,17.0846,45.4212,38.1606
26.1995,169.5504,93.2540,88.3969
41.2373,191.8167,62.6538,82.0614
21.4004,102.2354,50.1373,51.9359
24.7617,141.8330,65.8115,68.7008
19.5221,231.1478,31.0815,67.6269
33.6168,215.6524,55.1130,80.7720
27.5961,53.2826,79.9064,58.8885
33.3985,71.3839,33.7785,41.1856
37.8502,171.1941,81.4858,86.3368
31.3711,117.1099,31.2078,48.4372
33.8289,225.1470,75.8653,93.1107
43.0575,30.3883,24.0991,31.0445
23.9719,97.6788,50.0946,51.7747
25.7749,110.2937,74.9461,67.2643
36.5311,129.1974,47.8421,60.7199
33.3392,229.8982,43.4399,77.7014
20.3560,5.5467,55.8810,35.1566
26.2844,43.3812,57.3794,45.2512
29.0351,165.3562,23.1279,53.3457
27.5817,146.0296,30.2930,52.6269
20.3482,285.4426,60.8960,93.6410
42.7329,16.7540,57.9097,45.1255
37.8696,88.9543,52.3644,55.3340
29.4407,233.3596,50.4973,80.7528
35.4018,288.4092,23.8320,80.2184
41.9185,298.2723,25.4244,84.9422
19.0852,87.5088,85.3107,65.8827
22.5112,178.6969,50.8011,67.8933
31.2810,287.3274,48.8910,91.2953
38.9703,293.1770,24.2171,82.4350
16.0876,35.3455,29.1848,26.4878
44.5205,106.3314,37.6914,53.4682
28.6472,220.0875,72.8233,89.0233
25.7769,167.7045,89.3834,85.9657
23.7817,172.8344,63.0244,73.2136
20.2307,129.1710,64.8683,64.3376
38.7472,253.2859,55.6626,90.1126
43.6624,19.3468,31.7061,32.8211
27.4093,68.7696,45.8136,44.8835
43.5726,210.9406,89.3704,99.9451
39.7139,245.7998,49.8802,86.0142
29.4315,291.1981,40.4319,87.2850
35.2208,88.8297,31.2888,43.9766
28.0495,66.0993,55.8059,49.5377
31.7617,77.5192,86.8177,68.4412
16.7414,74.7989,82.5559,61.2602
35.8879,143.0181,41.7400,60.2400
16.5847,85.1192,61.3496,52.6741
39.5125,41.7693,51.8021,46.1087
39.7484,16.1014,34.5065,32.3981
22.1123,76.7487,91.2542,67.6105
24.7099,245.2542,62.2286,87.5781
29.4393,253.3597,49.1370,84.0722
32.8999,177.3130,31.9698,61.3175
23.6206,118.7141,94.6407,78.1494
32.7746,79.9344,41.4253,46.5319
23.9336,11.8317,73.8324,46.4626
16.6647,297.1134,91.9274,110.3858
15.0758,114.5144,37.3684,46.1098
18.0345,111.8766,36.7209,46.1461
38.7675,119.2314,84.1210,77.5370
43.8429,233.0454,76.6526,98.0882
27.8090,197.5150,58.0736,76.8825
30.3805,282.9742,84.5635,107.9908
19.4054,22.3702,66.1745,43.3829
31.5309,288.2600,42.7465,88.4845
19.3396,176.8524,57.1866,69.7657
33.3364,278.8300,53.9815,92.7577
42.9978,229.1841,44.2306,80.8514
20.8710,295.8981,77.9766,104.4292
37.9369,63.8968,60.4576,54.3892
15.7051,156.2022,47.6777,59.7908
26.2649,281.5872,83.1808,105.7873
18.3225,41.2530,61.0513,44.2730
25.5743,234.0094,29.9222,69.4353
20.2061,274.1868,79.4788,100.6386
26.1991,112.4815,71.7041,66.2081
27.5257,132.9187,93.7662,81.7245
24.0177,249.6163,73.5326,93.8949
34.6987,169.9238,58.7322,73.7604
42.5656,143.5520,87.3801,85.1701
27.0179,82.2206,45.6470,47.3730
20.7703,160.8349,78.6198,77.7080
23.1217,112.7624,24.1863,41.5821
40.6200,141.3379,32.7913,56.8492
32.1492,255.0350,62.9366,92.1201
28.6503,253.6740,69.8887,94.2743
19.4891,6.2987,56.8269,35.5199
28.4918,163.7572,72.0630,77.3305
23.3548,285.2194,93.7678,110.9342
43.2949,133.8094,67.9274,73.7140
41.5221,33.1225,78.3926,58.2774
17.5171,3.3842,35.6128,23.7384
30.4996,122.4471,57.8752,62.5769
21.7518,263.0784,87.3596,102.8210
27.3233,267.8166,83.5342,103.5274
41.3054,198.4984,31.4689,67.8258
30.8254,285.8851,87.1172,109.9832
25.0265,21.6786,63.0127,43.3500
21.2367,111.1483,60.6035,58.9024
39.0097,237.7900,66.3401,92.4310
33.7355,251.9635,73.0066,97.0167
29.0420,27.4481,32.4632,30.4338
21.5245,176.1461,40.8003,62.0867
25.0274,199.8391,36.3142,65.6331
43.7953,66.5693,42.4440,47.6745
30.6027,10.0050,77.9412,50.1524
27.0210,6.2136,70.8199,44.7590
30.6427,107.6999,90.7230,76.0943
38.3697,38.2394,90.1025,64.2100
25.2033,171.3651,90.8215,87.2448
20.3612,74.9912,85.1787,63.6959
32.5481,101.4305,38.8030,49.4520
34.9561,103.3744,32.1070,47.2152
36.3815,279.3918,36.8213,85.2035
41.4596,258.4748,58.5617,93.4137
26.1352,194.6290,91.8970,92.7149
17.2606,47.0959,75.6880,52.4414
43.7505,23.0853,92.6851,64.0848
28.0504,106.7107,59.2370,59.3758
33.6977,171.3270,76.0702,82.4098
34.9892,217.4968,83.1030,95.5476
31.3954,7.2066,40.7309,31.2254
21.1577,58.4370,36.2358,36.1526
37.6543,131.5312,29.3649,52.2850
39.1126,107.8850,23.0423,44.8319
31.5893,137.4861,56.4212,65.1846
29.6568,98.2183,50.1895,53.6355
18.4181,176.3583,85.6208,83.6075
17.5185,259.7982,21.0666,67.7485
25.1869,24.5762,28.6677,26.8052
24.3254,87.8968,38.5363,44.1451
43.6097,79.8988,65.5557,61.8405
38.5087,163.2405,74.9094,81.6554
34.7977,267.6624,63.3068,95.6252
30.5294,245.9738,21.9631,69.3352
20.0210,270.7666,73.9821,97.1507
44.3537,63.7582,69.2259,60.6707
26.2512,103.0646,37.3398,47.1582
18.2078,82.6436,32.2790,38.1306
29.8140,163.7746,45.9183,64.6583
41.2199,201.3523,21.4687,63.3708
41.6187,124.6146,34.2291,54.5231
15.3290,92.3227,37.5975,41.8620
41.5889,189.5789,54.0267,77.4058
23.1445,149.5024,37.0227,55.3552
16.1692,248.6161,93.2704,101.2092
40.4337,16.1831,75.0539,52.8937
40.9160,220.8216,20.7800,66.8292
32.8869,207.8289,40.4717,71.6677
32.2330,260.0100,89.5555,106.4497
39.3936,253.4844,22.4627,73.7463
38.5893,45.0916,68.5695,54.8799
41.7032,192.3985,68.4868,85.2341
31.5824,181.2421,76.1692,83.8078
44.0294,208.3222,62.8004,86.2734
44.8844,294.3830,79.8397,112.2618
18.4963,32.8284,79.7397,51.9844
40.4863,188.7694,21.0405,60.4200
29.9947,179.0696,76.5094,83.0670
26.6270,2.2402,69.1843,43.0283
33.3922,197.5952,80.0726,89.5730
16.6790,149.1476,60.6812,65.1738
30.1938,231.8973,50.7348,80.8050
41.1267,226.5712,31.8952,73.5998
21.4038,13.0968,73.6589,45.8700
27.7917,234.1235,88.7818,99.5531
43.1844,269.1615,27.7049,80.6401
27.8569,189.6017,48.5260,70.5404
25.7510,260.7629,90.5457,105.1507
28.2161,62.4419,70.9684,56.4374
30.5836,270.3082,67.8224,97.1479
33.9597,280.7659,87.5129,110.0976
39.0208,85.4428,60.7636,59.1766
28.5631,103.6100,56.2001,57.3910
39.5244,213.2727,94.5269,101.7753
31.0116,100.8206,62.9224,60.9288
25.1544,296.8504,88.0560,110.9444
34.7385,86.4588,77.5218,66.4742
36.5317,8.6618,61.5703,43.4770
31.7415,245.2887,59.4774,88.3189
16.6984,12.9891,66.3974,40.8061
20.0965,292.2779,77.8396,103.4043
23.5589,179.9868,56.0635,71.0968
23.4788,131.7909,74.2021,70.5029
35.2026,219.7734,78.7226,93.8768
15.5505,214.7511,69.4675,82.3491
37.6705,116.5572,23.1465,46.1858
22.9603,64.1822,81.0654,60.2572
24.3007,253.4742,43.9643,79.9672
30.8373,276.5926,35.2414,82.1904
21.4778,298.4583,66.7817,99.5258
41.5341,108.9732,69.9044,69.2071
17.5611,173.0777,48.6202,64.1940
28.3315,294.3159,67.3106,101.0179
40.4827,123.7409,58.5212,66.1536
33.4753,237.1461,70.3952,92.6694
23.7699,281.9269,58.2617,92.6472
27.6228,55.6382,27.3626,33.0958
36.2008,217.3691,22.2074,65.4378
44.1978,210.8759,54.5912,82.7301
41.7942,116.6872,24.8953,48.3234
25.2730,294.2996,28.8227,80.8531
44.9459,260.0506,64.2682,97.6280
15.1051,298.2818,85.1780,106.7769
15.8289,165.0224,72.8123,74.1593
39.7152,66.6468,65.3028,57.8953
20.9839,83.7999,81.2836,63.6969
16.8231,237.4606,71.8396,88.4588
22.1144,108.4830,58.6422,57.6521
27.7830,64.4883,83.5127,62.9889
36.9170,276.5659,46.1702,89.4734
33.7301,102.2906,44.0337,52.5940
22.1286,24.4880,84.9869,54.0297
30.0981,169.9625,23.6870,54.8654
42.7864,165.0665,43.9083,67.8034
39.4502,126.6958,44.8688,59.6086
24.6957,133.9203,45.6391,57.0123
44.4679,65.9284,45.6018,49.3270
36.2586,88.7475,34.1028,45.6785
16.8735,145.9684,54.7555,61.6335
16.0548,291.6381,49.1398,87.7139
20.0522,294.0377,63.2092,96.4278
36.8357,26.1573,59.1786,45.8715
20.5122,271.9109,40.6853,80.8785
30.3446,132.0366,41.6767,56.3490
17.7978,137.7393,55.9768,60.8756
42.6266,107.7904,72.8453,70.7687
25.3188,263.8183,74.3243,97.5215
42.2440,137.1547,61.4939,70.8511
43.3463,1.7028,82.3357,54.5123
15.1839,280.6094,82.6280,101.9910
28.9241,292.2293,87.5164,110.8813
15.7397,129.7223,65.4799,63.4063
42.2608,130.8375,77.5011,77.5963
30.5522,5.2533,56.7624,38.5975
17.2483,60.5359,70.7791,52.6712
18.3083,36.0358,94.5173,59.9583
26.5053,238.6668,87.0403,99.2051
43.2070,154.6307,60.4883,74.1324
35.7873,86.8037,84.8994,70.5466
41.0286,277.3763,20.4873,78.0275
25.9937,193.8357,27.1983,60.1644
16.2964,280.9954,92.5613,107.3686
44.2295,76.2721,49.5567,53.3016
15.5152,259.9416,52.7894,83.0376
43.4295,256.4476,28.2187,78.4277
26.0603,269.1393,50.0040,86.6479
15.3027,245.2308,79.9881,93.6310
35.6747,241.8458,54.4160,86.2796
44.4162,254.7006,28.4808,78.5054
43.9688,268.7865,86.1275,110.0117
19.8281,127.1271,83.7695,73.2586
20.4374,65.7020,45.7925,42.1679
31.9662,21.6369,59.7167,43.7756
34.1191,82.5402,74.9496,64.2186
37.1825,258.8774,84.1343,104.9974
20.4315,299.1298,92.4613,112.1860
43.7702,126.9207,75.4972,76.2638
34.1622,140.3944,26.3389,51.4970
40.4114,117.8123,43.4573,57.4145
31.2020,165.2769,59.2483,72.0401
27.4283,143.4050,36.4374,55.1282
44.3155,205.1955,58.1248,83.3962
32.4636,82.4021,79.3194,65.8792
41.0062,120.8979,60.5596,66.7612
43.5988,120.7782,94.1751,84.3229
35.2606,95.6044,88.4097,73.9039
31.4682,239.4700,69.1908,91.9298
15.1053,162.0814,76.6430,75.2694
16.2006,167.9979,44.6761,60.7978
21.0255,72.3463,50.4484,46.0011
20.5803,127.1897,20.3113,41.7676
22.6428,103.3954,83.8534,69.3986
24.1480,272.3195,93.1348,108.2757
25.8020,11.3472,43.8935,31.9568
27.6161,52.5098,26.5711,32.0723
17.9660,198.1623,59.6614,74.8529
16.2709,181.4984,52.2916,67.3268
35.2183,214.4145,30.9664,68.9316
31.1200,13.6268,69.6434,46.8831
28.3243,264.7680,75.2288,99.0653
34.0332,279.2910,38.6961,85.4162
39.8304,234.5517,79.1843,98.4516
27.8308,52.4282,51.0611,44.3654
34.2336,236.6632,43.5415,79.3735
43.6072,94.9681,26.9870,45.5693
40.1887,45.6081,34.6307,38.4936
27.7800,24.3191,87.5314,56.9635
34.3415,14.1471,55.9802,41.1220
20.3121,252.6993,94.1348,103.7009
31.8157,252.9245,67.2850,93.7721
44.4398,9.9422,27.1308,28.8858
30.5495,214.6886,69.3766,86.7909
42.8291,76.2313,29.6208,42.9054
27.2200,66.8219,82.8869,62.9738
44.9653,168.6019,80.5062,87.4631
32.3766,137.3706,39.9340,57.1541
16.2681,56.7494,75.8415,54.1510
32.6026,1.7026,74.6583,47.4505
23.2372,96.7574,42.9164,47.7808
15.9744,121.6289,65.9639,62.1001
39.6256,142.5662,20.7809,50.7913
23.2719,122.4619,48.0522,55.5001
38.8965,114.1140,31.6086,50.2960
23.6465,288.9911,28.4993,79.1418
20.8298,275.9820,70.7908,96.8408
44.2181,117.3628,24.5784,49.0272
25.8494,282.4179,27.9835,78.2301
33.0413,26.1363,61.6213,45.9503
33.2994,3.8180,86.6729,54.0899
31.8142,99.2500,67.5208,63.1547
42.4409,55.5837,40.3029,44.0005
35.2332,211.3275,82.5997,94.1353
27.1120,187.8797,56.4917,73.9554
40.8714,292.3435,28.1748,84.8175
20.4319,226.1691,90.6088,96.6678
31.3271,118.4249,47.1949,56.6806
43.5165,80.6501,79.3395,68.8547
33.7619,16.3577,76.5693,51.6848
39.5091,79.2671,67.5555,61.4839
34.6068,54.6952,45.6960,44.1691
40.1811,251.7257,78.3734,101.5862
43.3346,97.7568,87.4453,76.2744
23.1877,205.1083,92.0312,93.9936
20.0898,194.3693,45.1421,67.4719
29.5197,17.8016,62.3314,43.5819
36.0559,6.7707,79.2919,51.8169
21.8157,133.5161,94.3635,80.4297
15.1230,277.7417,54.9333,87.5519
25.2881,191.7839,35.8871,63.8867
44.0658,257.0657,86.9905,108.1281
35.8490,13.1935,80.5751,53.6809
27.0398,113.5048,87.8807,74.7532
20.7773,17.6599,23.8298,21.6801
25.6827,102.3007,35.6770,46.0034
20.0952,85.2532,43.1221,44.6403
18.1892,276.4428,65.4509,93.4707
42.2023,245.4509,83.9793,103.7405
44.9295,241.9172,79.8989,101.8118
19.9234,7.4662,44.4646,29.7026
16.6357,152.3551,77.9705,74.4470
24.8919,29.1640,66.8016,46.7012
28.8498,259.7070,45.0237,83.1082
21.1446,135.6396,27.2846,47.1136
24.0427,29.1516,67.8649,46.9756
21.0261,295.0961,67.9664,99.3103
